candidate_uid,name,sex,ethnicity,dob
12690,Ricky anak Enteri,M,Bumi Sarawak,1991-10-29
12691,Janet Loh Wui Ping,F,Chinese,1969-10-20
12692,Low Chong Nguan,M,Chinese,1971-11-06
12693,Olivia Lim Wen Sia,F,Chinese,1997-02-07
12694,Intanurazean binti Wan Sapuan Daud,F,Bumi Sarawak,1995-09-13
12695,Mohd Arwin Lim bin Abdullah,M,Bumi Sarawak,1987-01-28
12696,Zainuddin bin Budug,M,Bumi Sarawak,1965-05-24
12697,Royston bin Valentine,M,Bumi Sarawak,1986-11-28
12698,Sait bin Junaidi,M,Bumi Sarawak,1964-07-28
12699,Ugik anak Selipeh,M,Bumi Sarawak,1965-06-28
12700,Philip Kelanang anak Diung,M,Bumi Sarawak,1955-11-21
12701,Peter anak Tuan,M,Bumi Sarawak,1962-07-07
12702,Tiun anak Kanun,M,Bumi Sarawak,1964-09-13
12703,Solomon anak Kumbong,M,Bumi Sarawak,1963-03-11
12704,Moses anak Ripai,M,Bumi Sarawak,1960-04-16
12705,Kristoffer Nyuak Bajok,M,Bumi Sarawak,1959-07-01
12706,Nyambong anak Sibat,M,Bumi Sarawak,1964-07-20
12707,Sai anak Malaka,M,Bumi Sarawak,1965-12-30
12708,Lidam anak Assan,M,Bumi Sarawak,1965-11-02
12709,Yunus bin Basri,M,Bumi Sarawak,xxxx-xx-xx
12710,Robertson Mawa anak Luat,M,Bumi Sarawak,1954-06-21
12711,Tengku anak Gruna,M,Bumi Sarawak,1960-05-28
12712,Puso bin Bujang,M,Bumi Sarawak,1962-07-09
12713,Robert Saweng,M,Bumi Sarawak,1970-07-08
12714,Robert Segie,M,Bumi Sarawak,1961-06-11
12715,Nicholas Kudi anak Jantai Masing,M,Bumi Sarawak,1985-11-16
12716,Kenneth Usang George Lagong,M,Bumi Sarawak,1982-06-03
12717,Irwan Iskandar Sukarno bin Abdullah,M,Bumi Sarawak,1967-01-31
12718,Koh anak Kumbong,M,Bumi Sarawak,1959-03-21
12719,Henry Usat Bit,M,Bumi Sarawak,1963-08-21
12720,Siki Balarik,F,Bumi Sarawak,1971-09-10
12721,Anie Amat,F,Bumi Sarawak,1964-03-30
12722,Ani bin Kazan,M,Bumi Sarawak,1972-06-18
12723,Stevenson anak Joseph Sumbang,M,Bumi Sarawak,1981-06-22
12724,Raba'Ah binti Tudin,F,Bumi Sarawak,1964-07-25
12725,Robert Tang Eng Hui,M,Chinese,1967-01-02
12726,Johnny Pang Leong Ming,M,Chinese,1960-12-29
12727,Yek Hock Siang,M,Chinese,1977-04-30
12728,Chelea Vanessa anak William,F,Bumi Sarawak,1996-09-06
12729,Bernard Tahim anak Bael,M,Bumi Sarawak,1963-10-02
12730,Jame Stephen,M,Bumi Sarawak,1964-12-24
12731,Ung Cheng Chak,M,Chinese,1978-01-25
12732,Reggie anak Suel,M,Bumi Sarawak,1969-07-27
12733,Norhafizah binti Mohammad Joharie,F,Bumi Sarawak,1987-03-02
12734,Abu Bakar bin Amit,M,Bumi Sarawak,1957-09-08
12735,Desmond Gani anak Pengiran,M,Bumi Sarawak,1960-08-08
12736,Dyanne Oshield anak Nickson,F,Bumi Sarawak,1993-10-28
12737,Lila binti Mohamad,F,Bumi Sarawak,1951-04-07
12738,Teo Jia Jun,M,Chinese,1990-09-14
12739,Hanim binti Jaraee,F,Bumi Sarawak,1965-09-29
12740,Chung Siew Yen,F,Chinese,1988-11-22
12741,Peter Hee Leh Keng,M,Chinese,1988-04-03
12742,Yii Siew Sang,M,Chinese,1956-11-10
12743,Bruce Chai Khim Cheong,M,Chinese,1972-08-28
12744,Leslie Ting Siong Ngiap,M,Chinese,1982-10-03
12745,Chin Fen Siong,M,Chinese,1968-07-12
12746,Marcus Hugo Matu Lejau,M,Bumi Sarawak,1960-01-12
12747,Bobby anak William,M,Bumi Sarawak,1967-04-09
12748,Ngieng Sheng Chung,M,Chinese,1972-07-27
12749,Lee Tze Ha,F,Chinese,1961-03-30
12750,Elias Lipi anak Mat,M,Bumi Sarawak,1972-01-01
12751,Sawing anak Kedit,M,Bumi Sarawak,1965-07-13
12752,Pierre Gilbert Young,M,Bumi Sarawak,1974-08-04
12753,Gia Bala,M,Bumi Sarawak,1950-12-25
12754,Philip Jau Ding,M,Bumi Sarawak,1959-01-08
12755,Jau Jok @ Jenggo,M,Bumi Sarawak,1958-05-29
12756,Richard Ibuh,M,Bumi Sarawak,1954-10-06
12757,Son Radu,M,Bumi Sarawak,1962-11-14
12758,Lim Kim Khun @ Lim Lian Choon,F,Chinese,1953-01-17
12759,Rosli bin Amat,M,Bumi Sarawak,1964-01-11
12760,Herun bin Bungsu,M,Bumi Sarawak,1955-05-30
12761,Petrus Bulan,M,Bumi Sarawak,1953-07-22
12762,Racha Balang,M,Bumi Sarawak,1965-12-24
12763,Agnes Padan,F,Bumi Sarawak,1979-04-10
12764,Sam Laya,M,Bumi Sarawak,1966-03-21
12765,Pita Asut @ Peter Asut,M,Bumi Sarawak,1958-11-14
12766,Martin Samuel Labo,M,Bumi Sarawak,1956-12-03
12767,Riyah bin Basrah,M,Bumi Sarawak,1962-03-26
12768,Alias bin Mail,M,Bumi Sarawak,1953-11-22
12769,Subramani a/l Chami,M,Indian,1967-04-06
12770,Mohd Hanafi bin Ahmad,M,Malay,1973-12-30
12771,Norazman bin Md Diah,M,Malay,1971-05-23
12772,See Ann Giap,M,Chinese,1991-09-18
12773,Maimunah Safwah binti Musa,F,Malay,1976-08-03
12774,Ng Kor Sim,M,Chinese,1983-11-15
12775,Uzzair bin Ismail,M,Malay,1983-12-01
12776,Azita bin Amrin,M,Malay,1959-09-27
12777,Yoong Thau,M,Chinese,1962-10-02
12778,Norizan bin Sahardin,M,Malay,1963-12-21
12779,Saraswati a/p Nallathamby,F,Indian,1963-10-18
12780,Ahmad Humaizi bin Udin,M,Malay,1984-04-06
12781,Mohd Fauzi bin Bachok,M,Malay,1978-02-03
12782,Haslinda binti Salleh,F,Malay,1972-09-30
12783,Lim Wei Jiet,M,Chinese,1991-08-30
12784,Kanan a/l Mariappan,M,Indian,1974-11-22
12785,Tan Lek Khang,M,Chinese,1985-05-28
12786,Sandara Segaran a/l Arumugam,M,Indian,1967-09-12
12787,Nur Afiqah binti M. Zulkifli,F,Malay,1991-03-11
12788,Md Taib bin Md Suhut,M,Malay,1962-01-13
12789,Mohd Akhiri bin Mahmood,M,Malay,1972-07-13
12790,Mohamad Fazli bin Mohamad Salleh,M,Malay,1986-11-04
12791,Johar bin Haji Siraj,M,Malay,1968-03-02
12792,Elia Nadira,F,Malay,1983-10-20
12793,Suraya binti Sulaiman,F,Malay,1981-05-17
12794,Sahrihan bin Jani,M,Malay,1977-07-30
12795,Ong Chee Siang,M,Chinese,1990-12-20
12796,Muhammad Airel bin Zabridin,M,Malay,1995-09-13
12797,Zainal Bahrom bin Abdul Kadir,M,Malay,1957-03-05
12798,Rahmat bin Daud,M,Malay,1970-12-08
12799,Asim Abdullah bin Ainullotfi,M,Malay,1989-02-28
12800,Abdul Azim bin Abdul Malek,M,Malay,1988-02-03
12801,Khairin-Nisa binti Ismail,F,Malay,1964-10-02
12802,Gan Q'i Ru,F,Chinese,1983-02-01
12803,Eddy Tan Kok Hong,M,Chinese,1997-10-19
12804,Mahaizal bin Mahmor,M,Malay,1972-12-15
12805,Lokman bin Md Don,M,Malay,1962-05-21
12806,Mohd Fuad bin Tukirin,M,Malay,1969-01-15
12807,Mahadzir bin Abu Said,M,Malay,1966-01-30
12808,Ibrahim bin Shafe'e,M,Malay,1965-07-20
12809,Muhamad Hanis Asmui bin Md Salleh,M,Malay,1994-04-13
12810,Noor Farah binti Shamsudin,F,Malay,1986-10-25
12811,Riad bin Ahmad,M,Malay,1985-02-05
12812,Lim Kim Joo,M,Chinese,1964-10-17
12813,Abdullah bin Sahid,M,Malay,1963-09-20
12814,Selamat bin Takim,M,Malay,1965-04-10
12815,Zainudin bin Sayuti,M,Malay,1961-01-05
12816,Intan Nadira Shafika binti Mustafa Kamal,F,Malay,1994-10-28
12817,Mohd Fared bin Mohd Khalid,M,Malay,1979-04-25
12818,Othman bin Kepol,M,Malay,1965-02-06
12819,Mohd Firdaus bin Abdul Malek,M,Malay,1983-11-30
12820,Susan Yong Fui Ling,F,Chinese,1968-03-31
12821,Adzlan bin Raju,M,Malay,1970-12-05
12822,Haryati binti Abu Nasir,F,Malay,1969-07-28
12823,Shazani binti A Hamid,F,Malay,1991-06-18
12824,Mohd Ridhauddin bin Mohd Tahir,M,Malay,1977-02-20
12825,Mohamad Najib bin Samuri,M,Malay,1982-06-07
12826,Zulkifli bin Mat Daud,M,Malay,1975-05-02
12827,Muhamad Fikri bin Musa,M,Malay,1994-03-10
12828,Abdul Lateef bin Mahrani,M,Malay,1979-05-09
12829,Ronald Sia Wee Yet,M,Chinese,1976-11-30
12830,Zahari bin Osman,M,Malay,1963-07-01
12831,Ter Hwa Kwong,M,Chinese,1971-05-26
12832,Mohd Yusla bin Ismail,M,Malay,1968-02-11
12833,Baharudin bin Abdullah,M,Malay,1970-12-06
12834,Abd. Hamid bin Jamah,M,Malay,1970-10-07
12835,Zalihah binti Jaffar,F,Malay,1971-01-28
12836,Mohammad Huzair bin Lajis,M,Malay,1965-01-03
12837,Nizam Bashir bin Abdul Kariem Bashir,M,Malay,1973-11-24
12838,Sangaran a/l Rawisandiran,M,Indian,1990-11-07
12839,Alagenthiran a/l Krishnan,M,Indian,1985-06-28
12840,Ahmad Shafiq bin Othaman,M,Malay,1988-09-13
12841,Kelly Chye Pei Yee,F,Chinese,1986-03-20
12842,Wong Chan Giap,M,Chinese,1990-03-18
12843,Mohamad Nor bin Lingan,M,Malay,1977-04-13
12844,Mohamed Noor bin Suleiman,M,Malay,1960-09-29
12845,Selvendran a/l Velu,M,Indian,1977-09-29
12846,Lee Ting Han,M,Chinese,1990-07-28
12847,Aminuddin bin Johari,M,Malay,1984-03-24
12848,Rohani Banu Abd Rahman Krishnan,F,Indian,1973-03-26
12849,Rosdi bin Amir,M,Malay,1972-03-12
12850,Daud bin Yusof,M,Malay,1971-12-21
12851,Ismail bin Don,M,Malay,1968-03-26
12852,Mohammad Fakrulradzi bin Mahmud,M,Malay,1990-12-03
12853,Mohd Noorhisyam bin Ibrahim,M,Malay,1986-07-27
12854,Mohd Youzaimi bin Yusof,M,Malay,1974-02-06
12855,Mohd Firdaus bin Abd Rahman,M,Malay,1985-xx-xx
12856,Zulinah binti A Johari,F,Malay,1975-03-22
12857,Hassan bin Rasid,M,Malay,1973-12-06
12858,Ahmad Daniel bin Sharudin,M,Malay,1972-01-14
12859,Ahmade bin Mohd. Din,M,Malay,1967-01-20
12860,Mohd Fakharuddin bin Moslim,M,Malay,1988-09-18
12861,Mohd Yusri bin Yusof,M,Malay,1972-03-07
12862,Tariq Ismail bin Mustafa,M,Malay,1978-12-09
12863,Mohd Hasnolhadi bin Mohd Sebalas,M,Malay,1987-07-05
12864,Muszaide bin Makmor,M,Malay,1973-05-05
12865,Mat Khairi bin Samsudin,M,Malay,1955-03-22
12866,Omar Mokhtar bin A Manap,M,Malay,1993-02-19
12867,Mohamad Alias bin Rasman,M,Malay,1991-07-26
12868,Norlizah binti Noh,F,Malay,1983-05-14
12869,Mohd Shukor bin Ahmad,M,Malay,1961-09-21
12870,Norazila binti Sanip,F,Malay,1971-05-04
12871,Mohd Faizal bin Asmar,M,Malay,1976-07-16
12872,Rahmattullah bin Kamilin,M,Malay,1987-09-16
12873,Fauziah binti Misri,F,Malay,1977-06-13
12874,Aznan bin Tamin,M,Malay,1984-10-30
12875,Rosman bin Tahir,M,Malay,1968-03-27
12876,Selamat bin Ujud,M,Malay,1963-07-23
12877,Bala Sundaram Perumal,M,Indian,1973-04-15
12878,Mohd Azmi bin Ali,M,Malay,1971-08-15
12879,Azizul bin Bachok,M,Malay,1978-07-14
12880,Abdul Aziz bin Harun,M,Malay,1975-12-18
12881,Jayasangkar a/l Jeraman,M,Indian,1966-11-12
12882,Adzrin bin Adam,M,Malay,1976-04-08
12883,Ng Yew Aik,M,Chinese,1964-03-07
12884,Khairil Anwar bin Razali,M,Malay,1972-03-26
12885,Loh Kah Yong,M,Chinese,1973-07-26
12886,Amira Aisya binti Abd Aziz,F,Malay,1995-02-14
12887,Chan San San,F,Chinese,1980-02-24
12888,Victor Chen Hain Kai,M,Chinese,1968-11-23
12889,Ker Ching Sheng,M,Chinese,1958-08-31
12890,Mahaya binti Ahad,F,Malay,1978-08-02
12891,Baharudin bin Mohamed Taib,M,Malay,1965-01-27
12892,Mohamed Ridza bin Busu,M,Malay,1968-09-14
12893,Tazul Arifin bin Nasri,M,Malay,1977-12-27
12894,Mohamad Riadz bin Mohamad Hashim,M,Malay,1973-04-12
12895,Muhammad Rasid bin Abu Bakar,M,Malay,1994-01-08
12896,Zulkifli bin Bujang,M,Malay,1978-04-16
12897,Norramadan bin Buan,M,Malay,1976-09-15
12898,Mohd Hairi bin Mad Shah,M,Malay,1984-05-06
12899,Yap Ching Youis,M,Chinese,1986-06-15
12900,Muhammad Saiful Bahari bin Sahari,M,Malay,1988-06-06
12901,Moharam bin Baharom,M,Malay,1959-07-18
12902,Tan Hiang Kee,F,Chinese,1983-08-13
12903,Azwan bin Abd Rahman,M,Malay,1982-01-05
12904,Mohd Suhimi bin A. Rahman,M,Malay,1960-09-01
12905,Napsiah binti Khamis (Maharan),F,Malay,1980-05-26
12906,Nornekman bin Dato' Osman,M,Malay,1974-07-18
12907,Mohd Hambali bin Munadi,M,Malay,1961-11-02
12908,Nur Faizal bin Abdullah,M,Malay,1973-10-23
12909,Marina binti Ibrahim,F,Malay,1987-10-03
12910,Lim Soon Hai,M,Chinese,1968-02-21
12911,Pandak bin Ahmad,M,Malay,1963-03-11
12912,Samsudin bin Ismail,M,Malay,1967-06-14
12913,Arangkannal a/l Rajoo,M,Indian,1976-12-17
12914,Mohd Azrol bin Ab Rahani,M,Malay,1981-05-30
12915,Mohd Jafni bin Md Shukor,M,Malay,1972-01-28
12916,Mokhtar bin Abdul Wahab,M,Malay,1968-03-18
12917,Lee Ming Wen,M,Chinese,1984-01-29
12918,Arthur Chiong Sen Sern,M,Chinese,1990-02-03
12919,Tan Heng Choon,M,Chinese,1966-07-02
12920,Suppayah a/l Solaimuthu,M,Indian,1965-11-04
12921,Yeo Kwee Kwang,M,Chinese,1967-12-16
12922,Wong Bor Yang,M,Chinese,1986-09-22
12923,Iskandar Noor bin Ibrahim,M,Malay,1956-04-03
12924,Isa bin Ab Hamid,M,Malay,1966-11-21
12925,Hasrunizah binti Hassan,F,Malay,1977-06-18
12926,Abd. Rashid bin Abd. Hadi,M,Malay,1961-04-23
12927,Hishamuddin bin Busri,M,Malay,1970-08-17
12928,Tan Chin Hock,M,Chinese,1961-05-02
12929,Zamzam bin Hashim,M,Malay,1969-09-06
12930,Mahathir Iskandar bin Muhammad,M,Malay,1987-03-18
12931,Zaiful bin Bakri,M,Malay,1979-12-03
12932,Jefridin bin Atan,M,Malay,1968-01-19
12933,Rushdan bin Rusmi,M,Bumi Sarawak,1978-07-29
12934,Zahida binti Zarik Khan,F,Malay,1979-05-14
12935,Mohamad bin Saad @ Yahaya,M,Malay,1964-10-01
12936,Zakri Hassan,M,Malay,1964-05-24
12937,Rohimi bin Shapiee,M,Malay,1962-05-03
12938,Nur Sulaiman,M,Malay,1988-03-12
12939,Fathin Amelina binti Fazlie,F,Malay,1994-12-11
12940,Rozabil bin Abdul Rahman,M,Malay,1972-03-08
12941,Armishah bin Siraj (Das),M,Malay,1964-08-01
12942,Zabidi bin Yahya,M,Malay,1968-03-28
12943,Mohamed Fadzil bin Mohd Ali,M,Malay,1973-12-17
12944,Aizuddin bin Ariffin,M,Malay,1987-xx-xx
12945,Hasmuni bin Hassan (Tok Muni),M,Malay,1979-11-10
12946,Razali bin Lebai Salleh,M,Malay,1957-02-21
12947,Muaz bin Abdullah,M,Malay,1997-07-05
12948,Nurul Amin bin Ahmad,M,Malay,1983-08-15
12949,Noraini binti Md Salleh,F,Malay,1962-05-14
12950,Noran Zamini bin Jamaluddin,M,Malay,1974-04-17
12951,Mohamad Nuhairi bin Rahmat,M,Malay,1977-12-22
12952,Nordin bin Yunus,M,Malay,1953-04-11
12953,Sofan Feroza bin Md Yusup,M,Malay,1979-04-14
12954,Tan Chee Hiong,M,Chinese,1979-10-05
12955,Syed Araniri bin Syed Ahmad,M,Malay,1974-09-11
12956,Ulya Aqamah bin Husamudin,M,Malay,1991-07-03
12957,Zulkifly bin Mohamad,M,Malay,1970-01-01
12958,Abdul Rashid bin Yob,M,Malay,1979-09-21
12959,Zulhazmi bin Shariff,M,Malay,1975-12-31
12960,Mohd Nizam bin Mahshar,M,Malay,1977-08-23
12961,Maizatul Akmam binti Othman @Ibrahim,F,Malay,1971-xx-xx
12962,Latifah binti Mohammad Yatim,F,Malay,1957-03-28
12963,Shaiful Hazizy bin Zainol Abidin (Tok Pon),M,Malay,1976-05-28
12964,Mohd Mosin bin Abdul Razak,M,Malay,1963-02-26
12965,Taufiq bin Johari,M,Malay,1996-03-06
12966,Basir bin Abdul Rahman,M,Malay,1963-08-26
12967,Roslan bin Hashim,M,Malay,1967-02-26
12968,Mohamad Yusrizal bin Yusoff,M,Malay,1982-08-19
12969,Muhar bin Hussain,M,Malay,1966-07-03
12970,Khairul Azuan bin Kamaruddin,M,Malay,1987-02-19
12971,Che Mohd Asemari bin Che Ali (Che Asri),M,Malay,1963-05-03
12972,Wan Mohd Johari bin Wan Omar,M,Malay,1965-02-09
12973,Mohamad Redzuan bin Razali,M,Malay,xxxx-xx-xx
12974,Wan Ahmad Nasri bin Wan Ismail,M,Malay,1968-05-19
12975,Mohd Hafiezulniezam bin Mohd Hasdin,M,Malay,xxxx-xx-xx
12976,Tan Boon Kian (Andy Tan @ Awang),M,Chinese,1968-07-29
12977,Abdul Ghani bin Harun,M,Malay,xxxx-xx-xx
12978,Nasrul Ali Hassan bin Abdul Latif,M,Malay,xxxx-xx-xx
12979,Zulkarnain Yusoff,M,Malay,xxxx-xx-xx
12980,Mohamad Rizal bin Razali,M,Malay,1977-05-05
12981,Nurul Amal binti Mohd Fauzi,F,Malay,xxxx-xx-xx
12982,Syahir Sulaiman,M,Malay,xxxx-xx-xx
12983,Nur Azmiza binti Mamat,F,Malay,xxxx-xx-xx
12984,Kamarul Azam bin Abdel Osman (Cikgu Zam),M,Malay,xxxx-xx-xx
12985,Rahimi bin Muhamud,M,Malay,xxxx-xx-xx
12986,Marzuani Ardila binti Ariffin,F,Malay,xxxx-xx-xx
12987,Khlir bin Mohd Nor,M,Malay,1958-07-05
12988,Haneef bin Ibrahim,M,Malay,xxxx-xx-xx
12989,Mohamad Suparadi bin Md Noor,M,Malay,1959-xx-xx
12990,Nasir bin Abdullah,M,Malay,xxxx-xx-xx
12991,Muhamad bin Seman,M,Malay,xxxx-xx-xx
12992,Wan Ahmad Fayhsal bin Wan Ahmad Kamal,M,Malay,1987-05-08
12993,Rosli Allani bin Abdul Kadir,M,Malay,xxxx-xx-xx
12994,Muhammad bin Daud,M,Malay,xxxx-xx-xx
12995,Zahari bin Kechik,M,Malay,1960-01-17
12996,Norwahida binti Patuan,F,Malay,xxxx-xx-xx
12997,Md Radzi bin Wahab,M,Malay,xxxx-xx-xx
12998,Norashikin binti Che Umar,F,Malay,xxxx-xx-xx
12999,Mohd Azizi bin Abu Naim,M,Malay,1972-06-10
13000,Asharun bin Uji,M,Malay,xxxx-xx-xx
13001,Nawi bin Mohamad,M,Malay,1963-05-16
13002,Abdul Rahman bin Mat Yasin,M,Malay,xxxx-xx-xx
13003,Mohamad bin Ngah,M,Malay,xxxx-xx-xx
13004,Wan Adnan bin Wan Ali,M,Malay,1960-07-15
13005,Azahar bin Wahid,M,Malay,xxxx-xx-xx
13006,Suhaimi bin Hashim,M,Malay,xxxx-xx-xx
13007,Mohamad Abu Bakar bin Muda,M,Malay,xxxx-xx-xx
13008,Jasmira bin Othman,M,Malay,xxxx-xx-xx
13009,Mohd Khadri bin Abdullah,M,Malay,xxxx-xx-xx
13010,Alias bin Ismail,M,Malay,xxxx-xx-xx
13011,Ghazali bin Ismail,M,Malay,xxxx-xx-xx
13012,Noraisah binti Hasan,F,Malay,xxxx-xx-xx
13013,Mohd. Johari bin Mohamad	,M,Malay,xxxx-xx-xx
13014,Nurhisam bin Johari,M,Malay,xxxx-xx-xx
13015,Rosli bin Abd Ghani,M,Malay,xxxx-xx-xx
13016,Hasuni bin Sudin,M,Malay,xxxx-xx-xx
13017,Hamidi bin Abu Hassan,M,Malay,1971-03-12
13018,Muhammad Danial bin Abdul Majeed,M,Malay,1996-02-22
13019,Mohamad Akmal bin Azhar,M,Malay,1987-04-10
13020,Razak bin Ridzuan,M,Malay,1987-xx-xx
13021,Abdul Halim bin Sirjung,M,Malay,1971-xx-xx
13022,Muhamad Yusoff bin Mohd Noor (Yb Chop),M,Malay,1963-03-30
13023,Alan Oh Teik Choon,M,Chinese,1976-04-26
13024,Mohammed Hafiz bin Mohamed Abu Bakar,M,Malay,1987-06-05
13025,Mohamad Nasir bin Osman,M,Malay,1958-xx-xx
13026,Tan Yang Pang,M,Chinese,1983-09-14
13027,Koh Tien Yew (Steven Koh),M,Chinese,1981-01-09
13028,Tan Lee Huat,M,Chinese,1967-04-01
13029,Wong Chia Zhen,M,Chinese,1985-03-29
13030,Fadhlina binti Sidek,F,Malay,1977-10-16
13031,Thanenthiran A/L Ramankutty,M,Indian,1963-07-04
13032,Richie Huan Xin Yun,M,Chinese,1989-04-16
13033,Razalif bin Mohamad Zain,M,Malay,1990-06-11
13034,Lim Hui Ying,F,Chinese,1963-06-24
13035,Tan Kim Nee,F,Chinese,1984-12-27
13036,H'ng Khoon Leng,M,Chinese,1964-09-17
13037,Loganathan A/L Thoraisamy ,M,Indian,1963-12-27
13038,Lim Huat Poh (Martin),M,Chinese,1968-12-06
13039,Thinagaranabhan a/l Padmanabhan,M,Indian,1981-09-04
13040,Saw Yee Fung,F,Chinese,1989-08-11
13041,Ravinder Singh A/L Mall Singh,M,Other,1942-10-29
13042,Johnny Ch'ng Ewe Gee,M,Chinese,1972-12-21
13043,Muhammad Harris Idaham bin Abdul Rashid,M,Malay,1992-11-11
13044,Sabaruddin bin Ahmad,M,Malay,1973-05-26
13045,Fazli bin Mohammad,M,Malay,1974-01-19
13046,Fathul Huzir bin Ayob,M,Malay,1983-07-27
13047,Jurey Latiff bin Mohd Rosli,M,Malay,1966-07-13
13048,Ahmad Auzaie bin Mohd Arshad,M,Malay,1980-07-08
13049,Mohd Shafiq Fhadly bin Mahmud,M,Malay,1985-04-16
13050,Imran bin Mohd Yusof,M,Malay,1975-03-14
13051,Rohijas bin Md Sharif,M,Malay,1965-09-17
13052,Ahmad Luqman bin Ahmad Yahaya,M,Malay,1975-05-25
13053,Zul Helmi bin Ghazali,M,Malay,1979-04-09
13054,Fakhruldin bin Mohd Hashim,M,Malay,1964-05-23
13055,Mohammad Sollehin bin Mohamad Tajie,M,Malay,1987-12-10
13056,Neow Choo Seong,M,Chinese,1985-03-19
13057,Rama Moorthy A/L Appanah (Steven Ram),M,Indian,1964-05-29
13058,Azahari bin Hasan,M,Malay,1974-01-02
13059,Mohd Arrif bin Abdul Majid,M,Malay,1981-11-25
13060,Muhammad Kamil bin Abdul Munim,M,Malay,1990-04-29
13061,Indrani A/P Ramasamy,F,Indian,1972-06-18
13062,Baharudin bin Kamarudin,M,Malay,1959-11-23
13063,Ahmad Fauzi bin Mohd Jaafar,M,Malay,1973-02-06
13064,Rajah A/L Narasaim,M,Indian,1965-05-22
13065,Irudianathan A/L Gabriel,M,Indian,xxxx-xx-xx
13066,Abdul Rahim Tahir,M,Malay,1988-03-10
13067,Nor Afzainizam bin Salleh,M,Malay,1975-08-24
13068,Chek Kwong Weng,M,Chinese,1976-08-23
13069,Teoh Chin Chong,M,Chinese,1959-03-12
13070,Woo Cheong Yuen,M,Chinese,xxxx-xx-xx
13071,Iskandar Dzulkarnain bin Abdul Khalid,M,Malay,1976-11-02
13072,Yusmalia binti Mohamad Yusof,F,Malay,1979-01-19
13073,Ong Kean Sing,M,Chinese,1979-02-04
13074,Nurthaqaffah binti Nordin,F,Malay,1991-12-31
13075,Leong Cheok Lung,M,Chinese,1978-04-05
13076,Muhammad Farhan bin Abdul Rahim,M,Malay,1997-04-04
13077,Cally Ting Cheau Yann,F,Chinese,1993-05-27
13078,Balachandran A/L Gopal,M,Indian,1977-06-24
13079,Saraswathy A/P Kandasami,F,Indian,1968-09-24
13080,Muhammad Yadzan bin Mohammad,M,Malay,1966-02-04
13081,Mohamaed Akbar Sherrif Ali bin Yasin,M,Malay,1962-05-12
13082,Mior Nor Haidir bin Suhaimi,M,Malay,1979-01-04
13083,Zairol Hizam bin Zakaria,M,Malay,1973-10-18
13084,Jamaludin bin Yahya,M,Malay,1971-08-19
13085,Khairul Azwan bin Harun,M,Malay,1976-10-19
13086,Mohd Isnin bin Ismail,M,Malay,xxxx-xx-xx
13087,Mazlan bin Abdul Ghani,M,Malay,1975-03-18
13088,Muhammad Faiz bin Na’aman,M,Malay,1981-xx-xx
13089,Murugiah a/l Thopasamy,M,Indian,1963-10-03
13090,Izzat Johari,M,Malay,1987-xx-xx
13091,Amir Hamzah bin Abdul Rajak,M,Malay,1972-03-17
13092,Norkhairul Anuar bin Mohamed Nor,M,Malay,1988-11-27
13093,Mohd Fakrunizam bin Ibrahim,M,Malay,1981-05-03
13094,Hassan Basri bin Awang Mat Dahan,M,Malay,1962-03-22
13095,Mohd Zukarmi bin Abu Bakar,M,Malay,1962-09-30
13096,Mohamad Nor bin Sundari,M,Malay,1964-04-25
13097,Zuraidi bin Ismail,M,Malay,1966-09-03
13098,Abdul Hamid bin Mohd Nazahar,M,Malay,1965-05-01
13099,Wan Razali Wan Nor,M,Malay,1981-10-02
13100,Anuar bin Mohd Tajuddin,M,Malay,1972-11-06
13101,Rosminahar bin Mohd Amin,M,Malay,1960-02-21
13102,Ahmad Azam bin Mohd Salleh,M,Malay,1960-08-10
13103,Mohd Naim bin Zainal Abidin,M,Malay,1966-03-13
13104,Mohammad Radhi bin Abdul Razak,M,Malay,1962-08-11
13105,Ahmad Shuhor bin Awang,M,Malay,1964-03-01
13106,Salamiah binti Mohd Nor,F,Malay,1964-08-21
13107,Aminuddin bin Yahaya,M,Malay,1963-02-23
13108,Mohd Khalil bin Abdul Hamid,M,Malay,xxxx-xx-xx
13109,Roslan bin Hassan,M,Malay,1966-06-03
13110,Asmawi bin Harun,M,Malay,1977-08-12
13111,Hamizi bin Hussain,M,Malay,1966-03-10
13112,Abdul Khalib bin Abdullah,M,Malay,1959-07-28
13113,Erman Shah bin Jaios,M,Malay,1979-09-14
13114,Idris bin Md. Yusof,M,Malay,1971-07-14
13115,Kalam bin Salan,M,Malay,1965-01-06
13116,Shamsul Ma'arif bin Ismail,M,Malay,1964-05-07
13117,Jamal bin Md Yunos,M,Malay,1970-08-04
13118,Asmawar bin Samat @ Samad,M,Malay,1955-07-29
13119,Saipolyazan bin Mat Yusop,M,Malay,1970-02-07
13120,Azlinda binti Baroni,F,Malay,1964-06-03
13121,Sathia Prakash a/l Nadarajan,M,Indian,1977-06-19
13122,Azlan Sani bin Zawawi @ Mohd Zawawi,M,Malay,1975-08-06
13123,Mohd Rosni bin Mastol,M,Malay,1963-03-04
13124,Siti Rahayu binti Baharin,F,Malay,1981-09-29
13125,Habibah binti Mohd Yusof,F,Malay,1986-06-04
13126,Tengku Zafrul bin Tengku Abdul Aziz,M,Malay,1973-06-25
13127,Mohd Noor bin Mohd Shahar,M,Malay,1976-10-11
13128,Muhammad Zaki bin Omar,M,Malay,1985-09-29
